time,x,y,detected
1768831004.8123991,-0.35172413793103446,0.9517241379310345,1
1768831004.812439,0.0,0.0,0
1768831004.8335462,-0.38275862068965516,0.9172413793103448,1
1768831004.833568,0.0,0.0,0
1768831004.8532767,-0.4103448275862069,0.8620689655172413,1
1768831004.853298,0.0,0.0,0
1768831004.8781319,-0.44482758620689655,0.8137931034482758,1
1768831004.8781514,0.0,0.0,0
1768831004.9020565,-0.47586206896551725,0.7758620689655172,1
1768831004.902078,0.0,0.0,0
1768831004.9265347,-0.503448275862069,0.7448275862068966,1
1768831004.926556,0.0,0.0,0
1768831004.950533,-0.5172413793103449,0.7241379310344828,1
1768831004.9505522,0.0,0.0,0
1768831004.9740508,-0.5241379310344828,0.7103448275862069,1
1768831004.9740727,0.0,0.0,0
1768831004.9988763,-0.5310344827586206,0.7068965517241379,1
1768831004.9988956,0.0,0.0,0
1768831005.0223222,-0.5344827586206896,0.7034482758620689,1
1768831005.0223439,0.0,0.0,0
1768831005.0460696,-0.5379310344827586,0.7,1
1768831005.0460875,0.0,0.0,0
1768831005.0704994,-0.5413793103448276,0.6931034482758621,1
1768831005.0705173,0.0,0.0,0
1768831005.0944536,-0.5413793103448276,0.6862068965517242,1
1768831005.0944712,0.0,0.0,0
1768831005.1187344,-0.5413793103448276,0.6827586206896552,1
1768831005.118755,0.0,0.0,0
1768831005.144305,-0.5379310344827586,0.6724137931034483,1
1768831005.1443262,0.0,0.0,0
1768831005.167209,-0.5344827586206896,0.6620689655172414,1
1768831005.1672285,0.0,0.0,0
1768831005.1913207,-0.5275862068965518,0.6517241379310345,1
1768831005.1913435,0.0,0.0,0
1768831005.2158036,-0.5206896551724138,0.6379310344827587,1
1768831005.2158227,0.0,0.0,0
1768831005.2408466,-0.5137931034482759,0.6275862068965518,1
1768831005.2408648,0.0,0.0,0
1768831005.2651,-0.5,0.6103448275862069,1
1768831005.2651188,0.0,0.0,0
1768831005.2889569,-0.4896551724137931,0.593103448275862,1
1768831005.2889755,0.0,0.0,0
1768831005.3132195,-0.47586206896551725,0.5724137931034483,1
1768831005.313239,0.0,0.0,0
1768831005.337719,-0.46206896551724136,0.5551724137931034,1
1768831005.337741,0.0,0.0,0
1768831005.3613875,-0.4482758620689655,0.5310344827586206,1
1768831005.361409,0.0,0.0,0
1768831005.3852005,-0.43448275862068964,0.5103448275862069,1
1768831005.3852198,0.0,0.0,0
1768831005.4098692,-0.41724137931034483,0.4862068965517241,1
1768831005.409891,0.0,0.0,0
1768831005.434495,-0.39655172413793105,0.4586206896551724,1
1768831005.434516,0.0,0.0,0
1768831005.458094,-0.3793103448275862,0.43103448275862066,1
1768831005.4581149,0.0,0.0,0
1768831005.4827275,-0.3586206896551724,0.40344827586206894,1
1768831005.4827573,0.0,0.0,0
1768831005.5071092,-0.3413793103448276,0.3724137931034483,1
1768831005.5071278,0.0,0.0,0
1768831005.5310059,-0.32068965517241377,0.3413793103448276,1
1768831005.5310278,0.0,0.0,0
1768831005.5547667,-0.30689655172413793,0.30689655172413793,1
1768831005.554788,0.0,0.0,0
1768831005.5792718,-0.29310344827586204,0.27241379310344827,1
1768831005.5792928,0.0,0.0,0
1768831005.6028774,-0.27586206896551724,0.24482758620689654,1
1768831005.6028986,0.0,0.0,0
1768831005.628033,-0.25517241379310346,0.21724137931034482,1
1768831005.628055,0.0,0.0,0
1768831005.651382,-0.23103448275862068,0.18620689655172415,1
1768831005.651403,0.0,0.0,0
1768831005.6750767,-0.20689655172413793,0.15862068965517243,1
1768831005.6750965,0.0,0.0,0
1768831005.6991272,-0.18275862068965518,0.12413793103448276,1
1768831005.6991487,0.0,0.0,0
1768831005.7230291,-0.16206896551724137,0.09655172413793103,1
1768831005.7230508,0.0,0.0,0
1768831005.7473092,-0.1413793103448276,0.06551724137931035,1
1768831005.7473297,0.0,0.0,0
1768831005.7715812,-0.1206896551724138,0.034482758620689655,1
1768831005.7715993,0.0,0.0,0
1768831005.7958944,-0.10344827586206896,0.006896551724137931,1
1768831005.7959125,0.0,0.0,0
1768831005.8204875,-0.08275862068965517,-0.02413793103448276,1
1768831005.8205059,0.0,0.0,0
1768831005.8447556,-0.06206896551724138,-0.04827586206896552,1
1768831005.8447757,0.0,0.0,0
1768831005.8683312,-0.041379310344827586,-0.07931034482758621,1
1768831005.86835,0.0,0.0,0
1768831005.8941438,-0.020689655172413793,-0.10344827586206896,1
1768831005.8941631,0.0,0.0,0
1768831005.9165013,0.0,-0.1310344827586207,1
1768831005.916522,0.0,0.0,0
1768831005.9404042,0.017241379310344827,-0.15862068965517243,1
1768831005.9404256,0.0,0.0,0
1768831005.9646218,0.03793103448275862,-0.1793103448275862,1
1768831005.964641,0.0,0.0,0
1768831005.9893942,0.05862068965517241,-0.20689655172413793,1
1768831005.9894178,0.0,0.0,0
1768831006.0120857,0.07586206896551724,-0.22758620689655173,1
1768831006.0121148,0.0,0.0,0
1768831006.0360568,0.09310344827586207,-0.2517241379310345,1
1768831006.036078,0.0,0.0,0
1768831006.060224,0.10689655172413794,-0.27241379310344827,1
1768831006.0602446,0.0,0.0,0
1768831006.0860894,0.12413793103448276,-0.29310344827586204,1
1768831006.086111,0.0,0.0,0
1768831006.111038,0.13793103448275862,-0.31724137931034485,1
1768831006.1110592,0.0,0.0,0
1768831006.135488,0.1482758620689655,-0.33448275862068966,1
1768831006.1355088,0.0,0.0,0
1768831006.1597488,0.16206896551724137,-0.3586206896551724,1
1768831006.1597703,0.0,0.0,0
1768831006.1838574,0.16896551724137931,-0.3724137931034483,1
1768831006.1838853,0.0,0.0,0
1768831006.207424,0.1724137931034483,-0.38620689655172413,1
1768831006.2074425,0.0,0.0,0
1768831006.2321951,0.1793103448275862,-0.39655172413793105,1
1768831006.232213,0.0,0.0,0
1768831006.2562456,0.18620689655172415,-0.4068965517241379,1
1768831006.2562666,0.0,0.0,0
1768831006.2804651,0.19655172413793104,-0.41379310344827586,1
1768831006.2804883,0.0,0.0,0
1768831006.3046975,0.20344827586206896,-0.41724137931034483,1
1768831006.3047173,0.0,0.0,0
1768831006.3312953,0.21379310344827587,-0.4241379310344828,1
1768831006.3313134,0.0,0.0,0
1768831006.3530812,0.2206896551724138,-0.4241379310344828,1
1768831006.3531027,0.0,0.0,0
1768831006.37759,0.22758620689655173,-0.4241379310344828,1
1768831006.3776112,0.0,0.0,0
1768831006.4017706,0.23103448275862068,-0.4241379310344828,1
1768831006.4017923,0.0,0.0,0
1768831006.425358,0.23448275862068965,-0.4241379310344828,1
1768831006.4253771,0.0,0.0,0
1768831006.4501626,0.23793103448275862,-0.4206896551724138,1
1768831006.4501839,0.0,0.0,0
